SAITE,klase,tēma,nodarbība,aktivitāte,Nosaukums,Apraksts,Resursa veids,Video ilgums ,Resursa avots,SKOLA2030 VĒRTĪBAS,SKOLA2030 tikumi,e-TAP vērtības,e-TAP tikumi,citi komentāri
https://e-biblioteka.liepu.lv/magazine/download/182 ,Pirmsskola (5 gadi),Palīdzība,1. nodarbība: Kurš var mums palīdzēt?,Papildmateriāli,"Integrētā nodarbība “Vienmēr steidzas palīgā""",Papildmateriāli,Integrētās nodarbības plāns;,0,"Oksana Žerebkova un Irina Kozela, Daugavpils 27. pirmsskolas izglītības iestādes skolotājas",dzīvība (veselība); darbs ,atbildība; gudrība ,cieņa; atbildība ,izpalīdzība; zinātkāre; pateicīgums ,
https://www.izglitiba.daugavpils.lv/Media/Default/file/=2012/BIC/180207_Inform_materials_I_love.pdf  ,Pirmsskola (5 gadi),Palīdzība,1. nodarbība: Kurš var mums palīdzēt?,Papildmateriāli,Pilsoniskā un patriotiskā audzināšana,Papildmateriāli,Informatīvs materiāls;,0,Kristīna Ivancova,Latvijas valsts; cieņa ,laipnība; gudrība ,rūpes; atbildība ,zinātkāre; pateicīgums ,
https://www.youtube.com/watch?v=wXaURn4tYBs&ab_channel=VUGD,Pirmsskola (5 gadi),Palīdzība,2. nodarbība: Ārkārtas situācijas,1. aktivitāte. Kā mums jārīkojas.,Rīcība ārkārtas situācijā. Auto avārija.,1. aktivitāte. Kā mums jārīkojas.,"Video - multiplikācijas īsfilma
;",1,VUGD,dzīvība (veselība) ,atbildība; drosme ,rūpes; atbildība ,pašiniciatīva; pašvadība ,Skatieties līdzīgus video par ārkārtas situācijām. ZĀDZĪBA - https://www.youtube.com/watch?v=s7pyGwvHcHg&ab_channel=VUGD  / UGUNSGRĒKS - https://www.youtube.com/watch?v=gIvfMcWiu1E&ab_channel=VUGD
https://www.vugd.gov.lv/lv/izglitojosi-materiali-berniem-un-jauniesiem,Pirmsskola (5 gadi),Palīdzība,2. nodarbība: Ārkārtas situācijas,Papildmateriāli.,Izglītojoši materiāli bērniem un jauniešiem par drošību,Papildmateriāli.,"Dažādi (darba lapas, krāsojamās lapas, plakāti, prezentācijas);",0,VUGD,dzīvība (veselība) ,atbildība; drosme ,atbildība; rūpes ,izpalīdzība; pašiniciatīva; pašvadība ,Piedāvāto materiālu ir daudz. Tāpēc rūpīgi tos apskatiet un izvērtējiet atbilstību konkrētajam vecumposmam.
https://www.youtube.com/watch?v=WbbmSteOQT0 .,Pirmsskola (5 gadi),Palīdzība,3. nodarbība: Pateicības izrādīšana,1. aktivitāte. Intervija.,Paliec Mājās Supervaroņ,1. aktivitāte. Intervija.,"Video - multiplikācijas īsfilma
;",7,SPKC,dzīvība (veselība); cieņa ,atbildība; drosme ,cieņa; atbildība ,kritiskā spriestspēja; līdzdalīgums ,
https://registri.visc.gov.lv/vispizglitiba/saturs/dokumenti/metmat/vertibizglitiba/default.html,Pirmsskola (6 gadi),Draugi,1. nodarbība: Laba drauga tikumi,1. aktivitāte. Labs draugs ir...,"ATŠĶIRĪBAS. Attieksme pret atšķirīgo, tolerance un līdzjūtība.",1. aktivitāte. Labs draugs ir...,Interaktīvs mācību materiāls;,0,VISC,cieņa ,laipnība; godīgums ,mīlestība; saskaņa ,draudzīgums; empātija ,
https://registri.visc.gov.lv/vispizglitiba/saturs/dokumenti/metmat/vertibizglitiba/default.html,Pirmsskola (6 gadi),Draugi,1. nodarbība: Laba drauga tikumi,Kopīgā noslēguma apspriede: 5 pirkstu tehnika.,"Mācīties, draudzēties, spēlēties",Kopīgā noslēguma apspriede: 5 pirkstu tehnika.,"Spēles metodoloģija, informatīvas prezentācijas;",0,uzvediba.lv,cieņa ,tolerance; savaldība ,saskaņa; cilvēks kā persona ,empātija; draudzīgums; spēja sadarboties ,
https://learningapps.org/display?v=ptmuu97qj21,Pirmsskola (6 gadi),Draugi,3. nodarbība: Strīdi ar draugiem,Kopīgā noslēguma apspriede: 5 pirkstu tehnika.,Kas palīdz draudzībai?,Kopīgā noslēguma apspriede: 5 pirkstu tehnika.,"Tiešsaistes spēle - cits
;",0,"Praktiķis (vārds, uzvārds nav minēts)",cieņa ,tolerance; laipnība ,cilvēks kā persona; cieņa ,atklātība; draudzīgums ,
https://maciunmacies.valoda.lv/speles/valodina/aiziet.html ,Pirmsskola (6 gadi),Drošība Internetā,1. nodarbība: Internets ir lielisks,1. aktivitāte. Interneta izmantošana.,Valodiņa. 10 piedzīvojumi valodas pasaulē.,1. aktivitāte. Interneta izmantošana.,"Tiešsaistes spēle - cits
;",0,Māci un mācies !,darbs ,gudrība; atbildība ,atbildība ,apņēmīgums; zinātkāre ,"Papildus interneta vietnes, kuras izmantot vērtīga satura apguvei - (https://pasakas.nn.lv/), (www.tavaklase.lv) . "
https://www.youtube.com/watch?v=TI0Qxix5sJc&ab_channel=RimiLatvija,Pirmsskola (6 gadi),Drošība Internetā,1. nodarbība: Internets ir lielisks,Ierosme. Internets ir visur.,Ko bērni var iemācīt vecākiem par internetu?,Ierosme. Internets ir visur.,"Video - intervija, saruna
;",3,Rimi Latvija,ģimene; darbs ,atbildība; gudrība ,atbildība ,spēja sadarboties; zinātkāre ,
https://www.youtube.com/watch?v=sIdZAKoqgKQ&ab_channel=Valstspolicija,Pirmsskola (6 gadi),Drošība Internetā,1. nodarbība: Internets ir lielisks,Ierosme. Internets ir visur. ,Kā internets var palīdzēt?,Ierosme. Internets ir visur. ,"Video - multiplikācijas īsfilma
;",1,Valsts policija,darbs ,atbildība; mērenība ,atbildība ,zinātkāre; attapība ,
https://drossinternets.lv/lv/materials/download/dzejoli-par-internetu,Pirmsskola (6 gadi),Drošība Internetā,1. nodarbība: Internets ir lielisks,Papildmateriāli. ,Dzejoļi par internetu,Papildmateriāli. ,PDF - dzejoļi;,0,www.drossinternets.lv,darbs ,gudrība ,harmonija ,zinātkāre ,
https://drossinternets.lv/lv/info/vaifija-interneta-alfabets,Pirmsskola (6 gadi),Drošība Internetā,1. nodarbība: Internets ir lielisks,Tikumu praktizēšanas iespējas,Vaifija interneta alfabēts,Tikumu praktizēšanas iespējas,"Mājas lapa
;",0,www.drossinternets.lv,darbs; cieņa ,atbildība; gudrība ,atbildība; patiesība ,zinātkāre; attapība; pašvadība ,
https://drossinternets.lv/lv/info/aitu-dzive,Pirmsskola (6 gadi),Drošība Internetā,"2. nodarbība: Saturs, kas mūs biedē, satrauc vai apbēdina",1. aktivitāte. Dīvainas sajūtas vēderā. ,Aitu dzīve.,1. aktivitāte. Dīvainas sajūtas vēderā. ,"Video - multiplikācijas īsfilma
;",0,www.drossinternets.lv,brīvība; cieņa ,gudrība; drosme ,atbildība; brīvība ,atklātība; pašiniciatīva ,
https://drossinternets.lv/lv/materials/download/rokasgramata-skolotajiem-supervaroni-interneta-darbam-pirmsskola ,Pirmsskola (6 gadi),Drošība Internetā,"2. nodarbība: Saturs, kas mūs biedē, satrauc vai apbēdina",Papildmateriāli,"Rokasgrāmata skolotājiem darbam pirmsskolā  ""Supervaroņi internetā"" .",Papildmateriāli,Rokasgrāmata;,0,"Valsts policija, Kultūras ministrija, www.drossinternets.lv",cieņa; brīvība ,gudrība; drosme ,cieņa; rūpes ,atklātība; pašiniciatīva ,
https://www.youtube.com/watch?v=gBwEoQago7Q&ab_channel=Saarlanee4K,Pirmsskola (6 gadi),Drošība Internetā,3. nodarbība: Personīgās informācijas turēšana drošībā,1. aktivitāte. Personīgā informācija.,Ko nedrīkst teikt svešiniekam?,1. aktivitāte. Personīgā informācija.,"Video - multiplikācijas īsfilma
;",1,Valsts policija,cieņa; brīvība ,gudrība; atbildība ,miers ,attapība; kritiskā spriestspēja ,"Iegūto informāciju iespējams papildināt ar video no drossinternets.lv materiāliem ""Aitu dzīve"". Piemēram - https://www.youtube.com/watch?v=OOE38auoppI&ab_channel=LatvijasDro%C5%A1%C4%81kainternetacentrs "
https://www.draudzigsinternets.lv/bernu-drosiba-interneta/ ,Pirmsskola (6 gadi),Drošība Internetā,3. nodarbība: Personīgās informācijas turēšana drošībā,Papildmateriāli,Bērnu drošība internetā ,Papildmateriāli,"Mājas lapa
;",0,www.draudzigsinternets.lv,cieņa; brīvība ,atbildība; gudrība ,atbildība ,attapība; pašvadība ,
http://www.videsfonds.lv/documents/ekoskolu-dabas-izgl-t-bas-materi-ls-pirmsskol-m.pdf,Pirmsskola (6 gadi),Kopiena,"1. nodarbība: Kopienas, pie kurām mēs piederam",Tikumu praktizēšanas iespējas.,Ekoskolu metodiskais dabas izglītības materiāls pirmsskolai,Tikumu praktizēšanas iespējas.,Metodiskais materiāls;,0,"Latvijas vides aizsardzības fonds, Meža attīstības fonds",daba; cieņa ,atbildība; gudrība ,rūpes; daba ,līdzdalīgums; pašvadība; apņēmīgums ,
https://www.youtube.com/watch?v=JHZkr7LKWXc&ab_channel=Br%C4%ABnumskapis-Topic ,Pirmsskola (6 gadi),Kopiena,3. nodarbība: Būt daudzveidīgā kopienā,2. aktivitāte. Laiks stāstiem. ,Dažādas audio pasakas.,2. aktivitāte. Laiks stāstiem. ,Audio pasakas;,0,Dažādi,cieņa ,tolerance; laipnība ,cieņa; saskaņa ,empātija; pašiedziļināšanās ,"Trīs siventiņi (https://www.youtube.com/watch?v=rIZ4Z2Uj_84&ab_channel=PasakasarPrieku) , Pasaka par gudro muļķītī (https://www.youtube.com/watch?v=_3vC0Cw6fI8&ab_channel=Elzaspasakas), Neglītais pīlēns (https://www.youtube.com/watch?v=ahXRm_7GQrg&ab_channel=Kamol%C4%ABtis)"
https://www.youtube.com/watch?v=Cjh10ddUu98,Pirmsskola (6 gadi),Kopiena,3. nodarbība: Būt daudzveidīgā kopienā,"Alternatīva 2. aktivitātei: “Nenovērsies, atbalsti!”","Nenovērsies, atbalsti!","Alternatīva 2. aktivitātei: “Nenovērsies, atbalsti!”",Video - izglītojoša īsfilma;,12,Žmonių su Dauno sindromu ir jų globėjų asociacija,dzīvība (veselība); cieņa ,tolerance; līdzcietība ,cilvēks kā persona; cieņa; mīlestība ,empātija; pašiedziļināšanās ,papildu informācija par šo iniciatīvu - https://www.e-klase.lv/aktualitates/zinas/par-godu-21-martam-tapusi-izglitojosa-filmina-par-dauna-sindromu?id=21045
